x,y
334.787781,185.648758
334.786591,187.648758
334.785370,189.648758
334.784180,191.648758
334.782959,193.648758
334.781769,195.648758
334.780548,197.648758
334.779327,199.648758
334.778137,201.648758
334.776917,203.648758
334.775696,205.648758
334.773590,209.158752
334.773590,209.158752
334.772369,211.158752
334.771179,213.158752
334.769958,215.158752
334.768768,217.158752
334.767548,219.158752
334.766327,221.158752
334.765137,223.158752
334.763916,225.158752
334.762726,227.158752
334.761505,229.158752
334.760315,231.158752
334.759094,233.158752
334.757874,235.158752
334.756683,237.158752
334.755463,239.158752
334.754272,241.158752
334.753052,243.158737
334.751831,245.158737
334.750641,247.158737
334.749420,249.158737
334.748230,251.158737
334.747009,253.158737
334.745819,255.158737
334.744598,257.158722
334.743378,259.158722
334.742188,261.158722
334.740967,263.158722
334.739777,265.158722
334.738556,267.158722
334.737335,269.158722
334.736145,271.158722
